customer_id,segment_name,recency_days,frequency_180d,monetary_180d,sessions_30d,ticket_count_90d,return_rate_180d,category_diversity_180d,campaign_clicks_30d,churn_next_60d
CUST00383,Champions,8,5,2977.28,14,1,0.2,3,1,0
CUST00384,Dormant Customers,26,1,470.31,0,0,0.0,1,0,0
CUST00385,Loyal Customers,63,3,1877.75,6,0,0.0,2,1,0
CUST00386,Champions,0,2,1407.41,13,0,0.0,2,2,0
CUST00387,Dormant Customers,40,1,721.21,1,0,0.0,1,0,0
CUST00388,Discount Sensitive,37,1,528.39,6,0,0.0,1,3,1
CUST00389,Champions,14,5,3373.19,11,1,0.0,2,2,0
CUST00390,High Value But Unhappy,54,2,1639.43,4,1,0.0,2,1,1
CUST00391,Loyal Customers,1,2,2384.79,4,0,0.0,2,0,0
CUST00392,Discount Sensitive,133,1,716.98,4,0,0.0,1,1,1
CUST00393,Champions,12,2,2231.04,5,1,0.0,2,1,0
CUST00394,Dormant Customers,1,1,404.19,12,1,0.0,1,0,0
CUST00395,Discount Sensitive,35,1,633.86,12,0,0.0,1,0,0
CUST00396,Champions,10,5,3031.78,10,1,0.0,4,2,0
CUST00397,High Value But Unhappy,79,1,1203.27,3,1,0.0,1,2,1
CUST00398,Champions,8,3,2505.73,11,1,0.0,3,0,0
CUST00399,Dormant Customers,262,0,0.0,3,0,0.0,0,0,1
CUST00400,Discount Sensitive,44,1,402.05,9,0,0.0,1,0,0
CUST00401,Dormant Customers,66,1,568.99,2,1,0.0,1,0,0
CUST00402,Dormant Customers,132,1,192.19,1,0,0.0,1,1,1
CUST00403,Champions,21,2,2029.32,15,0,0.0,2,1,0
CUST00404,Dormant Customers,193,0,0.0,1,0,0.0,0,1,1
CUST00405,Discount Sensitive,2,1,282.03,4,1,1.0,1,0,1
CUST00406,Loyal Customers,10,3,997.27,10,1,0.0,1,0,0
CUST00407,Discount Sensitive,18,1,1569.01,0,0,0.0,1,0,0
CUST00408,Dormant Customers,40,1,729.14,0,0,0.0,1,1,0
CUST00409,Loyal Customers,58,3,1404.08,11,1,0.333,3,1,1
CUST00410,Champions,1,2,1365.22,16,1,0.0,2,0,0
CUST00411,Dormant Customers,253,0,0.0,1,0,0.0,0,0,1
CUST00412,Dormant Customers,529,0,0.0,0,0,0.0,0,0,1
CUST00413,Discount Sensitive,26,1,220.96,16,1,0.0,1,0,0
CUST00414,Dormant Customers,3,1,311.44,5,1,1.0,1,1,1
CUST00415,Dormant Customers,120,1,1236.13,1,0,0.0,1,2,1
CUST00416,Loyal Customers,28,2,1020.28,4,1,0.0,2,0,0
CUST00417,Dormant Customers,151,1,611.96,0,0,0.0,1,1,1
CUST00418,Champions,5,2,1919.75,8,1,0.0,2,2,0
CUST00419,Loyal Customers,98,2,1795.1,12,0,0.0,1,1,1
CUST00420,Dormant Customers,18,1,1380.99,14,0,0.0,1,0,0
CUST00421,Discount Sensitive,0,1,1547.12,4,0,0.0,1,0,0
CUST00422,Dormant Customers,125,1,664.17,7,0,0.0,1,0,1
CUST00423,Loyal Customers,135,2,1922.89,1,0,0.0,2,0,1
CUST00424,Dormant Customers,113,1,625.54,5,0,0.0,1,1,1
CUST00425,Loyal Customers,113,2,1502.44,12,0,0.0,2,2,0
CUST00426,Dormant Customers,77,1,718.2,8,0,0.0,1,0,1
CUST00427,Loyal Customers,1,2,331.53,4,1,0.5,2,0,1
CUST00428,Loyal Customers,74,2,810.98,1,0,0.0,1,0,0
CUST00429,Dormant Customers,6,1,432.48,13,1,0.0,1,2,0
CUST00430,Loyal Customers,22,3,2369.81,0,0,0.0,3,0,0
CUST00431,Discount Sensitive,154,2,903.65,1,0,0.0,1,1,1
CUST00432,Loyal Customers,112,2,2306.14,9,0,0.0,1,0,1
CUST00433,Loyal Customers,36,2,1032.26,10,1,0.0,1,0,0
CUST00434,Dormant Customers,293,0,0.0,2,0,0.0,0,1,0
CUST00435,Dormant Customers,200,0,0.0,1,0,0.0,0,1,1
CUST00436,Loyal Customers,49,3,2100.42,2,0,0.0,2,0,0
CUST00437,Dormant Customers,151,1,729.22,0,0,0.0,1,0,0
CUST00438,High Value But Unhappy,64,3,2466.39,6,2,1.0,3,2,1
CUST00439,Discount Sensitive,119,1,501.55,7,0,0.0,1,0,1
CUST00440,Discount Sensitive,64,1,325.03,5,1,0.0,1,0,1
CUST00441,Dormant Customers,211,0,0.0,1,0,0.0,0,0,1
CUST00442,Loyal Customers,69,3,1148.99,2,0,0.0,1,0,1
CUST00443,Dormant Customers,265,0,0.0,2,0,0.0,0,0,1
CUST00444,Dormant Customers,232,0,0.0,1,0,0.0,0,1,1
CUST00445,Discount Sensitive,26,1,1594.8,4,0,0.0,1,1,0
CUST00446,Dormant Customers,26,1,521.16,9,0,0.0,1,0,1
CUST00447,Champions,36,6,2647.85,6,2,0.167,2,1,0
CUST00448,Discount Sensitive,136,1,678.51,11,0,0.0,1,3,1
CUST00449,Dormant Customers,209,0,0.0,1,0,0.0,0,0,1
CUST00450,Dormant Customers,44,1,862.9,5,0,0.0,1,0,0
CUST00451,Loyal Customers,29,2,2306.23,3,0,0.0,1,0,0
CUST00452,Dormant Customers,256,0,0.0,2,0,0.0,0,0,1
CUST00453,High Value But Unhappy,17,4,3032.93,1,1,0.0,4,0,0
CUST00454,Champions,13,3,1507.78,17,2,0.0,2,1,0
CUST00455,Dormant Customers,273,0,0.0,0,0,0.0,0,0,1
CUST00456,At Risk,147,1,1052.09,0,0,0.0,1,1,1
CUST00457,Dormant Customers,321,0,0.0,1,0,0.0,0,0,1
CUST00458,Loyal Customers,4,2,1371.81,4,0,0.0,2,0,0
CUST00459,Dormant Customers,237,0,0.0,5,0,0.0,0,0,1
CUST00460,Champions,19,5,3252.95,8,1,0.2,4,1,0
CUST00461,Dormant Customers,194,0,0.0,3,0,0.0,0,1,1
CUST00462,Discount Sensitive,35,1,744.65,2,0,0.0,1,0,1
CUST00463,Loyal Customers,29,4,5048.68,0,0,0.0,3,0,0
CUST00464,Loyal Customers,106,3,1513.01,6,0,0.0,3,1,1
CUST00465,Discount Sensitive,177,1,1298.74,3,0,0.0,1,1,1
CUST00466,Champions,25,5,3048.01,9,0,0.2,2,2,0
CUST00467,Dormant Customers,3,1,487.76,7,0,0.0,1,1,0
CUST00468,Dormant Customers,198,0,0.0,1,0,0.0,0,1,1
CUST00469,Champions,19,3,1886.95,8,0,0.0,1,0,0
CUST00470,Discount Sensitive,166,1,218.29,1,0,0.0,1,0,1
CUST00471,Discount Sensitive,126,1,307.23,5,0,0.0,1,0,1
CUST00472,Dormant Customers,114,1,1728.07,0,0,0.0,1,0,0
CUST00473,Loyal Customers,121,2,1291.76,0,0,0.5,2,0,1
CUST00474,Champions,22,3,1652.35,5,0,0.333,3,0,0
CUST00475,Loyal Customers,39,2,822.87,2,0,0.0,1,0,0
CUST00476,Discount Sensitive,140,1,335.33,6,0,0.0,1,0,1
CUST00477,Loyal Customers,60,2,1480.16,2,0,0.0,2,1,0
CUST00478,Loyal Customers,31,2,862.04,8,0,0.0,2,1,0
CUST00479,Dormant Customers,269,0,0.0,5,0,0.0,0,0,1
CUST00480,Dormant Customers,148,1,491.6,2,0,0.0,1,0,1
CUST00481,Loyal Customers,43,2,934.12,10,0,0.0,2,1,0
CUST00482,Discount Sensitive,32,1,961.86,15,0,0.0,1,1,0
CUST00483,Loyal Customers,107,2,1258.46,3,0,0.0,2,0,0
CUST00484,High Value But Unhappy,62,2,1741.75,9,1,0.0,1,0,0
CUST00485,Dormant Customers,228,0,0.0,1,0,0.0,0,1,1
CUST00486,Dormant Customers,44,1,810.16,10,0,0.0,1,0,0
CUST00487,Dormant Customers,29,1,617.91,2,1,0.0,1,0,0
CUST00488,Dormant Customers,217,0,0.0,8,0,0.0,0,1,1
CUST00489,Dormant Customers,210,0,0.0,10,0,0.0,0,0,1
CUST00490,Dormant Customers,7,1,557.54,8,1,1.0,1,1,0
CUST00491,Dormant Customers,97,1,540.89,10,1,1.0,1,1,0
CUST00492,Discount Sensitive,61,1,509.57,0,0,0.0,1,0,0
CUST00493,Loyal Customers,108,2,1757.06,10,0,0.5,2,3,1
CUST00494,Dormant Customers,11,1,660.15,6,0,0.0,1,0,0
CUST00495,Loyal Customers,45,2,2001.59,4,0,0.0,1,0,0
CUST00496,Discount Sensitive,35,1,1586.18,4,0,0.0,1,0,0
CUST00497,At Risk,159,1,1724.62,1,0,0.0,1,2,1
CUST00498,Loyal Customers,24,2,970.31,3,0,0.0,2,0,0
CUST00499,Dormant Customers,18,1,1553.47,1,0,0.0,1,0,0
CUST00500,Champions,43,2,2352.5,10,0,0.0,2,1,0
CUST00501,High Value But Unhappy,20,4,2834.75,4,1,0.0,3,0,0
CUST00502,Champions,17,2,1615.24,13,0,0.0,2,0,0
CUST00503,High Value But Unhappy,48,3,2246.7,4,2,0.0,3,0,0
CUST00504,Dormant Customers,15,1,1602.01,9,0,0.0,1,2,0
CUST00505,At Risk,125,1,1027.23,9,0,0.0,1,1,0
CUST00506,Loyal Customers,38,3,2912.1,0,0,0.0,3,1,0
CUST00507,Dormant Customers,120,1,2716.4,1,0,0.0,1,0,1
CUST00508,Dormant Customers,148,1,717.51,6,0,0.0,1,0,0
CUST00509,Discount Sensitive,21,1,954.21,9,0,0.0,1,1,0
CUST00510,Dormant Customers,162,1,531.36,4,0,0.0,1,1,1
CUST00511,Champions,5,2,1447.75,18,1,0.0,2,0,0
CUST00512,Champions,16,4,2468.63,6,1,0.0,3,0,1
CUST00513,Champions,27,4,2536.83,6,1,0.0,2,0,0
CUST00514,Dormant Customers,93,1,1687.55,11,0,0.0,1,4,1
CUST00515,Loyal Customers,6,2,1540.13,2,0,0.0,1,0,0
CUST00516,Dormant Customers,27,1,623.59,9,0,0.0,1,2,1
CUST00517,Dormant Customers,59,1,612.95,2,0,0.0,1,3,0
CUST00518,Dormant Customers,23,1,226.9,5,0,0.0,1,0,0
CUST00519,Dormant Customers,81,1,412.42,0,0,0.0,1,0,0
CUST00520,Dormant Customers,2,1,503.98,2,0,0.0,1,2,0
CUST00521,Champions,42,6,2945.06,5,1,0.0,3,3,0
CUST00522,Dormant Customers,462,0,0.0,1,0,0.0,0,2,1
CUST00523,Discount Sensitive,29,1,921.24,7,0,0.0,1,0,0
CUST00524,Dormant Customers,11,1,1453.6,10,0,0.0,1,1,1
CUST00525,Dormant Customers,220,0,0.0,1,0,0.0,0,0,1
CUST00526,Discount Sensitive,2,1,1131.41,6,0,0.0,1,0,0
CUST00527,Dormant Customers,113,1,1920.65,1,0,0.0,1,0,0
CUST00528,Discount Sensitive,14,1,556.1,12,0,0.0,1,0,0
CUST00529,High Value But Unhappy,63,1,1129.52,11,1,0.0,1,2,0
CUST00530,Loyal Customers,57,2,1840.55,2,0,0.0,2,0,0
CUST00531,Loyal Customers,43,2,648.41,1,1,0.0,2,0,1
CUST00532,Discount Sensitive,118,1,880.45,1,0,0.0,1,0,1
CUST00533,Discount Sensitive,4,1,149.0,9,1,0.0,1,0,0
CUST00534,Loyal Customers,74,2,1020.2,4,0,0.0,1,0,1
CUST00535,Discount Sensitive,138,1,192.93,5,0,0.0,1,1,1
CUST00536,Loyal Customers,55,4,4432.75,14,0,0.0,4,1,0
CUST00537,Dormant Customers,2,1,447.58,4,0,0.0,1,0,0
CUST00538,Loyal Customers,70,2,1306.09,5,0,0.0,2,2,0
CUST00539,Loyal Customers,65,3,4301.82,1,0,0.0,3,1,0
CUST00540,Loyal Customers,56,2,718.07,3,0,0.0,2,0,0
CUST00541,Loyal Customers,132,4,2894.17,1,0,0.0,4,2,0
CUST00542,Dormant Customers,54,1,576.88,1,0,0.0,1,1,0
CUST00543,Dormant Customers,197,0,0.0,2,0,0.0,0,2,1
CUST00544,Dormant Customers,85,1,757.57,6,0,0.0,1,0,1
CUST00545,Dormant Customers,1,1,603.57,9,1,0.0,1,2,0
CUST00546,Champions,3,2,2127.37,12,0,0.0,2,1,0
CUST00547,Dormant Customers,39,1,1001.24,6,1,1.0,1,0,0
CUST00548,Dormant Customers,165,1,858.7,6,0,0.0,1,0,0
CUST00549,At Risk,132,2,1035.57,1,0,0.0,2,1,1
CUST00550,Discount Sensitive,11,1,525.8,0,0,0.0,1,0,0
CUST00551,Dormant Customers,25,1,470.34,10,0,0.0,1,2,0
CUST00552,Dormant Customers,4,1,567.45,12,0,0.0,1,1,0
CUST00553,Dormant Customers,293,0,0.0,2,0,0.0,0,0,1
CUST00554,Loyal Customers,7,2,750.58,10,0,0.0,2,0,0
CUST00555,High Value But Unhappy,45,2,1122.75,3,1,0.0,2,1,0
CUST00556,High Value But Unhappy,26,1,936.16,1,1,0.0,1,0,1
CUST00557,Loyal Customers,16,2,977.03,17,0,0.0,2,1,0
CUST00558,Dormant Customers,399,0,0.0,1,0,0.0,0,0,1
CUST00559,Dormant Customers,1,1,469.57,2,0,0.0,1,1,0
CUST00560,Dormant Customers,231,0,0.0,1,0,0.0,0,0,1
CUST00561,Dormant Customers,4,1,256.33,16,1,0.0,1,0,0
CUST00562,Dormant Customers,259,0,0.0,1,0,0.0,0,1,1
CUST00563,Dormant Customers,105,1,463.49,1,0,0.0,1,0,1
CUST00564,Dormant Customers,130,1,584.7,10,0,0.0,1,0,1
CUST00565,Dormant Customers,39,1,275.55,10,0,0.0,1,2,0
CUST00566,Dormant Customers,22,1,657.76,25,0,0.0,1,0,0
CUST00567,Champions,3,2,1674.78,9,0,0.0,2,0,0
CUST00568,Discount Sensitive,34,1,482.12,3,0,0.0,1,0,1
CUST00569,Discount Sensitive,113,1,430.0,7,0,0.0,1,3,0
CUST00570,At Risk,168,1,976.72,0,0,1.0,1,1,1
CUST00571,Dormant Customers,32,1,598.14,5,1,1.0,1,0,0
CUST00572,Loyal Customers,51,4,2434.63,8,0,0.0,2,0,1
CUST00573,Loyal Customers,125,3,1879.54,0,0,0.0,3,0,1
CUST00574,Champions,5,6,5505.69,14,0,0.0,2,1,0
CUST00575,Dormant Customers,83,1,548.72,6,1,0.0,1,1,1
CUST00576,Dormant Customers,46,1,470.46,15,0,0.0,1,1,1
CUST00577,Loyal Customers,72,2,1058.36,7,0,0.0,2,2,0
CUST00578,Dormant Customers,376,0,0.0,2,0,0.0,0,2,1
CUST00579,Discount Sensitive,10,1,301.68,1,0,0.0,1,0,1
CUST00580,Dormant Customers,74,1,713.84,4,0,0.0,1,1,0
CUST00581,Loyal Customers,76,2,1527.79,0,0,0.0,1,0,1
CUST00582,Dormant Customers,286,0,0.0,2,0,0.0,0,2,1
CUST00583,Dormant Customers,263,0,0.0,2,0,0.0,0,0,1
CUST00584,Dormant Customers,83,1,591.05,9,0,0.0,1,0,1
CUST00585,Dormant Customers,113,2,967.27,15,0,0.0,2,2,0
CUST00586,Dormant Customers,128,1,371.62,1,0,0.0,1,0,1
CUST00587,Discount Sensitive,18,1,275.79,10,0,0.0,1,0,0
CUST00588,Dormant Customers,76,1,649.95,6,0,0.0,1,0,0
CUST00589,Discount Sensitive,71,1,479.6,4,1,0.0,1,1,1
CUST00590,Dormant Customers,140,1,515.92,7,0,0.0,1,3,1
CUST00591,Discount Sensitive,69,1,865.39,2,0,0.0,1,4,1
CUST00592,Discount Sensitive,20,1,627.36,3,0,0.0,1,0,1
CUST00593,Champions,29,4,2441.17,9,1,0.0,3,0,0
CUST00594,Discount Sensitive,91,1,448.78,0,0,0.0,1,0,1
CUST00595,Champions,20,3,1431.75,9,0,0.0,3,0,0
CUST00596,Discount Sensitive,50,1,503.66,13,1,0.0,1,1,1
CUST00597,High Value But Unhappy,52,1,1256.0,0,1,0.0,1,0,1
CUST00598,Dormant Customers,7,1,545.96,20,0,0.0,1,3,0
CUST00599,Loyal Customers,169,2,2008.74,2,0,0.0,2,1,0
CUST00600,Dormant Customers,263,0,0.0,3,0,0.0,0,0,1
CUST00601,Dormant Customers,70,1,537.85,8,0,0.0,1,3,1
CUST00602,Discount Sensitive,91,1,171.18,5,0,0.0,1,1,1
CUST00603,Champions,10,6,3515.31,12,2,0.0,3,1,0
CUST00604,Dormant Customers,90,1,761.72,2,0,0.0,1,1,0
CUST00605,At Risk,160,2,1049.15,8,0,0.0,2,0,1
CUST00606,Dormant Customers,120,1,240.15,7,0,0.0,1,0,1
CUST00607,Dormant Customers,249,0,0.0,9,0,0.0,0,0,1
CUST00608,Champions,27,2,1397.1,7,1,0.0,1,0,0
CUST00609,Champions,6,5,4581.16,6,0,0.0,3,1,0
CUST00610,Champions,22,3,3213.04,10,1,0.333,3,0,0
CUST00611,Dormant Customers,235,0,0.0,5,0,0.0,0,0,1
CUST00612,Loyal Customers,48,2,2120.98,9,0,0.0,2,0,1
CUST00613,Champions,4,4,2969.31,14,2,0.0,4,0,0
CUST00614,Dormant Customers,196,0,0.0,1,0,0.0,0,1,1
CUST00615,Dormant Customers,34,1,446.03,4,1,1.0,1,1,1
CUST00616,High Value But Unhappy,36,2,1139.91,10,1,0.0,2,0,1
CUST00617,Champions,14,6,4116.99,8,0,0.0,3,0,0
CUST00618,Loyal Customers,92,2,1570.53,8,0,0.0,2,3,0
CUST00619,Loyal Customers,2,2,925.36,8,0,0.0,1,0,0
CUST00620,Dormant Customers,90,1,449.48,17,1,0.0,1,2,0
CUST00621,Dormant Customers,92,1,348.53,6,0,0.0,1,1,1
CUST00622,At Risk,180,1,1369.13,1,0,0.0,1,3,1
CUST00623,Loyal Customers,108,4,1945.71,18,0,0.25,4,2,0
CUST00624,Dormant Customers,232,0,0.0,4,0,0.0,0,0,1
CUST00625,Loyal Customers,66,3,1716.26,2,0,0.0,2,0,1
CUST00626,Champions,9,2,1214.38,12,1,0.0,1,0,0
CUST00627,Dormant Customers,75,1,403.11,6,0,0.0,1,1,1
CUST00628,Discount Sensitive,59,1,232.57,9,1,0.0,1,1,0
CUST00629,Discount Sensitive,44,1,442.4,2,0,0.0,1,1,0
CUST00630,Loyal Customers,93,2,1967.63,20,0,0.0,2,1,0
CUST00631,Loyal Customers,68,3,1238.87,0,0,0.0,2,0,1
CUST00632,Discount Sensitive,61,1,1078.63,11,0,0.0,1,1,1
CUST00633,Dormant Customers,33,1,1619.36,4,0,0.0,1,1,0
CUST00634,Dormant Customers,118,2,727.14,1,0,0.0,1,0,1
CUST00635,At Risk,134,1,1016.46,1,0,0.0,1,1,1
CUST00636,Loyal Customers,72,2,2158.95,1,0,0.0,2,0,0
CUST00637,Discount Sensitive,60,1,928.75,1,0,0.0,1,0,0
CUST00638,Dormant Customers,173,1,300.91,0,0,0.0,1,0,1
CUST00639,Dormant Customers,369,0,0.0,1,0,0.0,0,0,1
CUST00640,Dormant Customers,130,1,641.86,0,0,0.0,1,1,1
CUST00641,Champions,35,3,1518.18,5,0,0.0,3,1,0
CUST00642,Loyal Customers,18,3,1654.45,4,0,0.0,2,0,0
CUST00643,At Risk,155,1,1091.34,14,0,0.0,1,1,1
CUST00644,Loyal Customers,78,2,715.36,0,0,0.0,2,3,1
CUST00645,Dormant Customers,252,0,0.0,0,0,0.0,0,0,1
CUST00646,Dormant Customers,117,1,624.08,5,0,0.0,1,0,0
CUST00647,Dormant Customers,64,1,507.52,2,1,0.0,1,0,1
CUST00648,Dormant Customers,31,1,1298.17,3,0,0.0,1,3,0
CUST00649,Dormant Customers,124,1,364.41,5,0,0.0,1,0,1
CUST00650,Loyal Customers,59,2,2193.25,6,0,0.0,2,0,1
CUST00651,Champions,34,2,2189.98,6,0,0.0,2,2,0
CUST00652,Loyal Customers,75,2,2138.43,13,0,0.0,2,2,0
CUST00653,Champions,32,2,2037.83,19,0,0.0,2,0,0
CUST00654,Champions,8,4,4671.99,8,2,0.5,4,0,0
CUST00655,Dormant Customers,79,1,631.53,0,0,0.0,1,0,0
CUST00656,Loyal Customers,67,2,1360.96,16,0,0.0,2,0,0
CUST00657,Discount Sensitive,63,2,674.97,5,1,0.5,2,1,1
CUST00658,Dormant Customers,219,0,0.0,3,0,0.0,0,1,1
CUST00659,Discount Sensitive,16,1,883.27,21,0,0.0,1,4,0
CUST00660,Dormant Customers,43,1,573.43,7,0,0.0,1,2,0
CUST00661,Discount Sensitive,180,1,415.44,1,0,0.0,1,0,1
CUST00662,Dormant Customers,124,1,852.96,2,0,0.0,1,0,1
CUST00663,Loyal Customers,64,3,1861.9,14,0,0.0,2,0,1
CUST00664,Dormant Customers,20,1,237.27,1,1,0.0,1,0,0
CUST00665,High Value But Unhappy,35,3,1936.8,3,1,0.333,2,0,0
CUST00666,Dormant Customers,3,1,540.99,1,1,0.0,1,1,0
CUST00667,Champions,25,2,1406.34,7,0,0.5,2,0,0
CUST00668,Loyal Customers,42,2,952.41,3,0,0.0,2,0,1
CUST00669,Loyal Customers,57,3,2774.76,1,0,0.0,3,0,0
CUST00670,Dormant Customers,242,0,0.0,0,0,0.0,0,1,1
CUST00671,Champions,2,3,2568.33,13,0,0.0,2,0,0
CUST00672,Discount Sensitive,141,1,434.37,10,0,0.0,1,3,1
CUST00673,Discount Sensitive,118,1,1297.2,1,0,0.0,1,1,1
CUST00674,Loyal Customers,56,5,2521.51,14,0,0.0,4,0,1
CUST00675,Loyal Customers,130,2,4218.15,8,0,0.0,1,1,0
CUST00676,Discount Sensitive,6,1,714.17,9,1,0.0,1,2,0
CUST00677,Discount Sensitive,6,1,291.61,1,0,0.0,1,0,0
CUST00678,Dormant Customers,196,0,0.0,1,0,0.0,0,0,1
CUST00679,Loyal Customers,83,3,2474.75,3,0,0.0,3,3,0
CUST00680,Dormant Customers,215,0,0.0,1,0,0.0,0,0,1
CUST00681,Dormant Customers,211,0,0.0,1,0,0.0,0,0,1
CUST00682,Dormant Customers,19,1,1238.23,6,1,0.0,1,1,0
CUST00683,Champions,0,3,3422.7,7,1,0.0,2,1,0
CUST00684,Dormant Customers,140,1,547.13,2,0,0.0,1,0,1
CUST00685,Discount Sensitive,2,1,1158.09,3,0,0.0,1,1,0
CUST00686,Dormant Customers,127,1,318.48,21,0,0.0,1,1,1
CUST00687,Loyal Customers,117,3,2804.77,1,0,0.0,3,0,1
CUST00688,High Value But Unhappy,13,4,2214.44,1,1,0.25,4,0,0
CUST00689,Loyal Customers,70,4,4514.31,13,0,0.0,4,0,0
CUST00690,Champions,4,3,3098.92,11,0,0.0,2,3,0
CUST00691,Loyal Customers,61,2,1222.65,14,0,0.0,1,3,0
CUST00692,Discount Sensitive,58,1,269.14,0,0,0.0,1,1,1
CUST00693,Dormant Customers,147,1,804.56,0,0,0.0,1,0,1
CUST00694,Dormant Customers,74,1,345.14,14,0,0.0,1,0,1
CUST00695,Dormant Customers,198,0,0.0,4,0,0.0,0,0,1
CUST00696,Loyal Customers,40,2,796.15,1,0,0.0,2,0,0
CUST00697,Dormant Customers,247,0,0.0,1,0,0.0,0,0,0
CUST00698,Champions,14,3,2572.72,11,2,0.333,2,0,0
CUST00699,Loyal Customers,47,4,2191.51,15,0,0.0,4,0,0
CUST00700,Dormant Customers,49,1,345.91,1,0,0.0,1,0,0
CUST00701,Dormant Customers,122,1,892.63,10,0,0.0,1,0,1
CUST00702,Dormant Customers,77,1,357.55,2,1,0.0,1,0,1
CUST00703,Dormant Customers,104,1,360.06,3,0,0.0,1,0,1
CUST00704,Loyal Customers,22,2,1084.34,12,0,0.0,2,0,1
CUST00705,Dormant Customers,12,1,872.61,1,1,1.0,1,0,1
CUST00706,Dormant Customers,2,1,439.07,2,0,0.0,1,0,0
CUST00707,Dormant Customers,189,0,0.0,10,0,0.0,0,0,0
CUST00708,Champions,45,4,2683.09,5,1,0.0,3,0,0
CUST00709,At Risk,129,1,1966.47,0,0,0.0,1,0,1
CUST00710,Champions,16,4,2426.17,8,0,0.0,4,0,0
CUST00711,Champions,19,5,4117.05,10,1,0.0,2,2,0
CUST00712,Dormant Customers,4,1,676.24,2,0,0.0,1,0,0
CUST00713,Champions,3,4,3625.93,10,2,0.25,3,0,0
CUST00714,High Value But Unhappy,40,3,1036.94,2,1,0.333,2,1,0
CUST00715,Loyal Customers,25,3,954.63,4,0,0.0,3,0,0
CUST00716,Champions,6,3,1449.24,14,1,0.0,3,2,0
CUST00717,Dormant Customers,0,1,884.85,6,0,0.0,1,0,0
CUST00718,Dormant Customers,117,1,348.64,2,0,0.0,1,1,1
CUST00719,Discount Sensitive,168,1,461.68,2,0,0.0,1,0,0
CUST00720,Dormant Customers,291,0,0.0,1,0,0.0,0,1,1
CUST00721,Dormant Customers,14,1,1856.99,8,0,0.0,1,1,0
CUST00722,Discount Sensitive,30,1,256.54,1,1,1.0,1,0,1
CUST00723,Dormant Customers,69,1,546.81,7,0,0.0,1,1,1
CUST00724,Loyal Customers,8,2,1014.94,8,0,0.0,2,2,0
CUST00725,Discount Sensitive,141,2,950.51,0,0,0.0,2,0,1
CUST00726,Loyal Customers,98,4,4849.51,10,0,0.25,4,0,0
CUST00727,Champions,8,4,2696.01,10,0,0.25,2,2,1
CUST00728,Dormant Customers,66,1,396.38,6,1,1.0,1,0,1
CUST00729,Discount Sensitive,140,1,1324.83,1,0,0.0,1,1,1
CUST00730,Dormant Customers,232,0,0.0,3,0,0.0,0,0,0
CUST00731,Discount Sensitive,136,1,433.67,2,0,0.0,1,1,1
CUST00732,Dormant Customers,6,1,402.61,6,1,0.0,1,1,0
CUST00733,Dormant Customers,66,1,376.53,5,0,0.0,1,0,0
CUST00734,Loyal Customers,89,2,2020.81,6,0,0.0,2,0,0
CUST00735,Loyal Customers,12,2,1244.28,1,0,0.0,1,0,0
CUST00736,Loyal Customers,66,3,1727.68,3,0,0.0,3,0,1
CUST00737,Dormant Customers,24,1,872.88,1,0,0.0,1,0,0
CUST00738,Dormant Customers,78,1,545.24,8,1,1.0,1,2,1
CUST00739,Dormant Customers,24,1,1047.95,8,0,0.0,1,1,0
CUST00740,Dormant Customers,261,0,0.0,5,0,0.0,0,2,1
CUST00741,Dormant Customers,225,0,0.0,3,0,0.0,0,1,0
CUST00742,Discount Sensitive,49,1,441.54,5,0,0.0,1,0,1
CUST00743,Discount Sensitive,1,1,1124.66,3,0,0.0,1,2,0
CUST00744,Loyal Customers,65,2,1108.58,2,0,0.0,1,2,1
CUST00745,Dormant Customers,1,1,1077.53,14,0,0.0,1,0,0
CUST00746,Discount Sensitive,177,1,352.33,0,0,0.0,1,0,1
CUST00747,High Value But Unhappy,11,1,1123.87,13,1,0.0,1,0,0
CUST00748,Loyal Customers,58,3,2603.35,5,0,0.0,2,0,0
CUST00749,Discount Sensitive,11,1,872.34,13,0,0.0,1,3,0
CUST00750,Loyal Customers,49,2,962.3,8,0,0.0,1,1,0
CUST00751,Dormant Customers,15,1,657.24,8,0,0.0,1,1,0
CUST00752,Loyal Customers,97,2,1319.55,2,0,0.0,2,0,1
CUST00753,At Risk,143,1,1093.17,9,0,0.0,1,0,1
CUST00754,Champions,37,2,3639.05,18,0,0.0,2,1,0
CUST00755,Dormant Customers,200,0,0.0,12,0,0.0,0,2,1
CUST00756,Dormant Customers,113,1,329.74,0,0,0.0,1,0,1
CUST00757,Dormant Customers,8,1,481.24,4,0,0.0,1,1,0
CUST00758,Loyal Customers,78,3,1129.62,13,0,0.0,2,1,0
CUST00759,Loyal Customers,38,2,1562.24,4,0,0.0,2,0,1
CUST00760,Dormant Customers,162,1,368.74,1,0,1.0,1,0,1
CUST00761,Dormant Customers,193,0,0.0,1,0,0.0,0,0,1
CUST00762,Champions,46,2,2784.57,8,0,0.5,2,0,0
CUST00763,Dormant Customers,188,0,0.0,0,0,0.0,0,0,1
CUST00764,Champions,23,2,1414.13,8,0,0.0,2,0,0
CUST00765,Loyal Customers,98,2,2264.58,2,0,0.0,1,0,1
CUST00766,Dormant Customers,166,1,389.83,7,0,0.0,1,0,1
CUST00767,Dormant Customers,75,1,468.97,7,1,0.0,1,3,1
